Country Name,Country Code,Series Code,2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Early-demographic dividend,EAR,SP.ADO.TFRT,52.05476248,50.59820257,49.13320607,47.64580622,46.13919182,44.60841646,43.13299031,41.6377075,40.12750352,
Early-demographic dividend,EAR,NV.AGR.TOTL.ZS,11.00890167,10.77034906,11.10754938,11.04129548,10.77551228,10.55216131,10.55164299,10.39936376,10.60445303,
Early-demographic dividend,EAR,ER.H2O.FWTL.ZS,,,,,,,,15.09148975,,
Early-demographic dividend,EAR,SH.STA.BRTC.ZS,,,,,,63.96120443,,,,
Early-demographic dividend,EAR,EN.ATM.CO2E.PC,1.984453725,2.089113455,2.136898102,2.129653078,2.204856336,2.298269807,2.209092282,,,
Early-demographic dividend,EAR,SP.DYN.CONU.ZS,,,,,,56.53938878,,,,
Early-demographic dividend,EAR,FS.AST.DOMS.GD.ZS,49.56768602,46.22587705,52.18765045,53.58208221,53.73201158,55.65044656,57.79537075,59.92740843,64.64230818,
Early-demographic dividend,EAR,EG.USE.ELEC.KH.PC,926.6017072,949.7446215,964.3737454,1020.0137,1068.537973,1093.092699,1125.873935,,,
Early-demographic dividend,EAR,EG.USE.PCAP.KG.OE,801.167687,826.0085316,841.7643059,861.7008804,862.8169237,886.2948975,884.3105619,,,
Early-demographic dividend,EAR,NE.EXP.GNFS.ZS,30.39727969,31.10918113,26.31357284,27.9060983,29.48773843,28.59377467,28.12717534,26.75786974,24.9390835,
Early-demographic dividend,EAR,DT.DOD.DECT.CD,,,,,,,,,,
Early-demographic dividend,EAR,SP.DYN.TFRT.IN,2.905960399,2.858715063,2.81247746,2.767753695,2.726426768,2.687653139,2.65071045,2.614353748,,
Early-demographic dividend,EAR,BX.KLT.DINV.CD.WD,1.95E+11,2.36E+11,1.68E+11,1.80E+11,1.93E+11,1.83E+11,2.11E+11,1.86E+11,2.14E+11,
Early-demographic dividend,EAR,AG.LND.FRST.K2,7465558.9,7437810.7,7410062.5,7382314.4,7357652.6,7332990.9,7308329.3,7283667.6,7259005.8,
Early-demographic dividend,EAR,NY.GDP.MKTP.CD,6.42E+12,7.24E+12,6.96E+12,8.45E+12,9.51E+12,9.87E+12,1.01E+13,1.03E+13,9.95E+12,
Early-demographic dividend,EAR,NY.GDP.MKTP.KD.ZG,6.464253088,3.804792752,1.117590664,6.543367245,5.136770903,3.74920353,3.964270931,3.810062313,4.502241226,
Early-demographic dividend,EAR,NY.GNP.PCAP.CD,2165.855008,2420.104368,2504.466522,2728.454085,2957.168937,3235.40067,3362.746976,3379.213781,3310.360068,
Early-demographic dividend,EAR,NY.GNP.PCAP.PP.CD,5981.88247,6289.310221,6429.338886,6854.137013,7237.459101,7536.531011,7869.37018,8261.399016,8613.241339,
Early-demographic dividend,EAR,NY.GNP.ATLS.CD,6.01E+12,6.82E+12,7.16E+12,7.92E+12,8.72E+12,9.68E+12,1.02E+13,1.04E+13,1.03E+13,
Early-demographic dividend,EAR,NY.GNP.MKTP.PP.CD,1.66E+13,1.77E+13,1.84E+13,1.99E+13,2.13E+13,2.25E+13,2.39E+13,2.54E+13,2.69E+13,
Early-demographic dividend,EAR,NE.GDI.TOTL.ZS,27.89116437,27.9197846,27.34120216,27.76472498,27.70964925,27.66037001,26.44373169,26.52948809,25.56447774,
Early-demographic dividend,EAR,SE.PRM.ENRR,105.8486862,106.1996689,106.2405472,106.6188278,106.778862,107.5236969,107.7821426,107.5891113,,
Early-demographic dividend,EAR,SE.SEC.ENRR,60.64656067,62.17961884,62.6373291,64.87670898,67.16374969,69.00302124,69.97885132,70.37068176,,
Early-demographic dividend,EAR,TX.VAL.TECH.MF.ZS,8.972530175,8.100021738,9.613853544,8.315523284,7.582906575,7.389725814,7.753912209,8.41434863,9.772965669,
Early-demographic dividend,EAR,SH.IMM.MEAS,76.72774844,77.92762321,80.31069596,82.85008185,83.97900811,83.14269494,82.58220935,83.43759712,83.81614983,
Early-demographic dividend,EAR,NE.IMP.GNFS.ZS,28.86575144,30.4149827,27.19419209,27.64270928,29.24706338,29.66344182,29.02117582,28.62838157,28.1464106,
Early-demographic dividend,EAR,SH.STA.ACSN,50.85108288,51.81719286,52.75909633,53.65007247,54.54817539,55.43584655,56.31509459,57.15566211,57.51564402,
Early-demographic dividend,EAR,SH.H2O.SAFE.ZS,85.63080856,86.33591426,87.05227929,87.73347419,88.44490035,89.09627815,90.04693427,90.72460321,90.92773731,
Early-demographic dividend,EAR,SI.DST.FRST.20,,,,,,,,,,
Early-demographic dividend,EAR,NV.IND.TOTL.ZS,38.35411801,38.73031403,35.67945898,36.13462762,37.22407855,36.41569776,35.45883602,34.60255054,32.17108373,
Early-demographic dividend,EAR,NY.GDP.DEFL.KD.ZG,6.571771354,10.90850533,3.702317367,6.100263759,7.807205237,4.866298891,4.26567733,4.076379474,2.238071261,
Early-demographic dividend,EAR,IT.NET.USER.P2,7.349261153,8.51512561,9.712751899,12.84658925,15.45778052,18.02426063,20.34903021,25.11454001,29.79234255,
Early-demographic dividend,EAR,SP.DYN.LE00.IN,66.71684118,67.06796008,67.41910915,67.76523919,68.10269939,68.42853911,68.74176179,69.03914207,,
Early-demographic dividend,EAR,TG.VAL.TOTL.GD.ZS,49.49205058,53.72971629,42.84051927,45.10918534,49.63112388,49.01928979,48.0055803,47.67747259,43.19124892,
Early-demographic dividend,EAR,MS.MIL.XPND.GD.ZS,2.258346703,2.232644524,2.530588563,2.317018229,2.198541499,2.284407882,2.38749036,2.579459236,2.700276069,
Early-demographic dividend,EAR,IT.CEL.SETS.P2,35.03480717,45.63990503,56.25815829,68.87953691,78.43386487,80.68365807,84.45543471,87.55503062,91.05489634,
Early-demographic dividend,EAR,SH.DYN.MORT,59.19561502,57.03518438,54.18507076,52.26034786,49.5342938,47.4209343,45.49987839,43.73014588,42.144198,
Early-demographic dividend,EAR,TT.PRI.MRCH.XD.WD,,,,,,,,,,
Early-demographic dividend,EAR,SM.POP.NETM,-14314078,,,,,-12621653,,,,
Early-demographic dividend,EAR,DT.ODA.ALLD.CD,,,,,,,,,,
Early-demographic dividend,EAR,IQ.SCI.OVRL,68.71604948,68.93827141,68.47826065,68.41787457,68.35748797,67.19806775,66.71497585,68.42995169,69.00967246,67.34300217
Early-demographic dividend,EAR,BX.TRF.PWKR.CD.DT,1.49E+11,1.74E+11,1.69E+11,1.86E+11,2.12E+11,2.35E+11,2.43E+11,2.54E+11,2.58E+11,
Early-demographic dividend,EAR,EN.POP.DNST,83.79678512,85.10139494,86.40858242,87.72873413,89.05061037,90.36450777,91.68068874,93.00219108,94.32114157,
Early-demographic dividend,EAR,SP.POP.GROW,1.5763388,1.557347834,1.538742355,1.528733781,1.507963432,1.476112296,1.457398783,1.438927072,1.419335509,
Early-demographic dividend,EAR,SP.POP.TOTL,2774122008,2817324737,2860676106,2904408228,2948205642,2991724468,3035325824,3079001949,3122703317,
Early-demographic dividend,EAR,SI.POV.DDAY,,,,,,,,,,
Early-demographic dividend,EAR,SI.POV.NAHC,,,,,,,,,,
Early-demographic dividend,EAR,SH.DYN.AIDS.ZS,,,,,,,,,,
Early-demographic dividend,EAR,SH.STA.MALN.ZS,,,,,,,,,,
Early-demographic dividend,EAR,SE.PRM.CMPT.ZS,87.06290436,88.62844086,89.58041382,90.12715912,89.70417786,91.5096817,92.10811615,92.58680725,,
Early-demographic dividend,EAR,GC.REV.XGRT.GD.ZS,,,,,,,,,,
Early-demographic dividend,EAR,SE.ENR.PRSC.FM.ZS,0.952809989,0.965789974,0.977370024,0.982299984,0.987529993,0.989380002,1.015310049,1.015840054,,
Early-demographic dividend,EAR,NV.SRV.TETC.ZS,50.59894054,50.42680072,53.19351917,52.53078968,51.77542615,52.7936689,53.70511127,54.7140605,56.92087619,
Early-demographic dividend,EAR,AG.SRF.TOTL.K2,34107004,34107014,34107554,34107558,34107563,34107566,34107566,34105563,34105563,
Early-demographic dividend,EAR,GC.TAX.TOTL.GD.ZS,,,,,,,,,,
Early-demographic dividend,EAR,ER.PTD.TOTL.ZS,,,,,,,,10.71527804,,
Early-demographic dividend,EAR,IC.REG.DURS,57.74745763,53.70338983,50.31355932,46.77118644,45.61864407,45.71311475,36.29344262,33.18688525,31.84754098,31.37213115
Early-demographic dividend,EAR,DT.TDS.DECT.EX.ZS,,,,,,,,,,
Early-demographic dividend,EAR,SP.URB.GROW,2.536588441,2.531131305,2.510308501,2.493131644,2.467596026,2.438741697,2.416438748,2.395261091,2.371670759,
East Asia & Pacific,EAS,SP.ADO.TFRT,18.0134412,18.3729969,18.8234005,19.2946938,19.82367577,20.36667655,20.86255789,21.31404546,21.69404468,
East Asia & Pacific,EAS,NV.AGR.TOTL.ZS,5.922662185,5.956415346,5.801617125,5.655220671,5.645666622,5.592789548,5.504680283,5.374116809,,
East Asia & Pacific,EAS,ER.H2O.FWTL.ZS,,,,,,,,11.33022564,,
East Asia & Pacific,EAS,SH.STA.BRTC.ZS,,,,,,92.73201734,,,,
East Asia & Pacific,EAS,EN.ATM.CO2E.PC,4.812520419,4.987337121,5.131722334,5.701795556,6.18353216,6.313852675,6.342882249,,,
East Asia & Pacific,EAS,SP.DYN.CONU.ZS,,,,,,80.49490563,,,,
East Asia & Pacific,EAS,FS.AST.DOMS.GD.ZS,188.4505892,187.3975398,205.5629367,200.0151494,198.897584,201.9456067,199.1981434,204.4337864,216.0093155,
East Asia & Pacific,EAS,EG.USE.ELEC.KH.PC,2634.372353,2694.499885,2795.989621,3062.764205,3263.929132,3380.344106,3568.322051,,,
East Asia & Pacific,EAS,EG.USE.PCAP.KG.OE,1656.819428,1670.126989,1728.952474,1855.488885,1926.275093,1977.168898,2073.454793,,,
East Asia & Pacific,EAS,NE.EXP.GNFS.ZS,36.74881734,36.22113008,30.0248459,32.42207979,33.32904343,32.54715751,32.30132226,32.40900297,30.60126006,
East Asia & Pacific,EAS,DT.DOD.DECT.CD,,,,,,,,,,
East Asia & Pacific,EAS,SP.DYN.TFRT.IN,1.768327516,1.769676648,1.769315295,1.773065036,1.775423487,1.779473268,1.778317166,1.780712065,,
East Asia & Pacific,EAS,BX.KLT.DINV.CD.WD,3.96E+11,3.86E+11,2.87E+11,4.96E+11,5.59E+11,5.18E+11,5.91E+11,6.12E+11,6.10E+11,
East Asia & Pacific,EAS,AG.LND.FRST.K2,6360654.1,6363954.6,6367255.1,6370555.6,6379017.4,6387479.1,6395941,6404402.8,6412864.6,
East Asia & Pacific,EAS,NY.GDP.MKTP.CD,1.22E+13,1.41E+13,1.45E+13,1.69E+13,1.96E+13,2.10E+13,2.12E+13,2.19E+13,2.17E+13,
East Asia & Pacific,EAS,NY.GDP.MKTP.KD.ZG,6.802644631,3.599224421,1.406627575,7.278343571,4.560815905,4.778632085,4.579753609,4.041827823,3.918059715,
East Asia & Pacific,EAS,NY.GNP.PCAP.CD,5652.92297,6163.144055,6522.262257,7338.331876,8132.354612,9104.753926,9708.035902,9922.390287,9787.698324,
East Asia & Pacific,EAS,NY.GNP.PCAP.PP.CD,9829.247787,10474.71106,10837.76772,11769.53047,12604.64891,13513.06829,14401.27366,15336.84735,16127.64127,
East Asia & Pacific,EAS,NY.GNP.ATLS.CD,1.22E+13,1.34E+13,1.43E+13,1.62E+13,1.80E+13,2.03E+13,2.18E+13,2.25E+13,2.23E+13,
East Asia & Pacific,EAS,NY.GNP.MKTP.PP.CD,2.12E+13,2.28E+13,2.37E+13,2.59E+13,2.80E+13,3.02E+13,3.24E+13,3.47E+13,3.68E+13,
East Asia & Pacific,EAS,NE.GDI.TOTL.ZS,30.81876962,31.85024152,31.18091895,32.34284428,32.48556364,32.62740406,32.62934371,32.55923767,32.03991238,
East Asia & Pacific,EAS,SE.PRM.ENRR,107.0242081,108.8578262,109.6567535,109.391037,108.8553619,108.8051529,107.8859787,105.4209595,,
East Asia & Pacific,EAS,SE.SEC.ENRR,72.90480804,75.50861359,78.6416626,81.50263214,84.32813263,86.33956146,88.86734772,87.93482208,,
East Asia & Pacific,EAS,TX.VAL.TECH.MF.ZS,27.09347004,25.78215853,27.32123226,26.07843662,24.14762369,24.63127266,25.11980342,24.20713458,25.20633668,
East Asia & Pacific,EAS,SH.IMM.MEAS,89.55234018,91.77294706,92.70198511,92.89128433,93.03722168,93.74398671,94.10934817,93.36280735,91.42619537,
East Asia & Pacific,EAS,NE.IMP.GNFS.ZS,31.49071833,32.82513109,26.77191803,29.42953023,31.58081956,31.25443312,31.34356335,31.30486586,28.18889307,
East Asia & Pacific,EAS,SH.STA.ACSN,69.73109124,70.74462354,71.73874766,72.73808118,73.6647722,74.63127948,75.50142388,76.42777842,77.21379085,
East Asia & Pacific,EAS,SH.H2O.SAFE.ZS,88.52143901,89.3368392,90.13710738,90.89290761,91.63538689,92.36380169,92.89290212,93.55855442,94.134163,
East Asia & Pacific,EAS,SI.DST.FRST.20,,,,,,,,,,
East Asia & Pacific,EAS,NV.IND.TOTL.ZS,36.61293285,36.33061591,35.42063702,35.96936427,35.55537557,35.05462385,34.7277954,34.57538913,,
East Asia & Pacific,EAS,NY.GDP.DEFL.KD.ZG,4.977313384,7.655817438,2.068985383,3.339425227,4.164819036,2.401005164,1.780393122,1.770485536,1.263296415,
East Asia & Pacific,EAS,IT.NET.USER.P2,20.76611474,25.25292651,29.5123239,34.2294861,37.36364156,40.75611397,44.20350074,46.73983645,49.82471578,
East Asia & Pacific,EAS,SP.DYN.LE00.IN,73.58465954,73.80130839,74.02087226,74.19414636,74.35283056,74.55052284,74.73859855,74.92850744,,
East Asia & Pacific,EAS,TG.VAL.TOTL.GD.ZS,62.07058953,62.24054628,49.11452887,55.13812695,56.76025421,54.77662468,55.5866883,54.43988923,48.0537678,
East Asia & Pacific,EAS,MS.MIL.XPND.GD.ZS,1.565643,1.573731719,1.677522206,1.582683331,1.571326671,1.584205561,1.641857102,1.695168972,1.758209526,
East Asia & Pacific,EAS,IT.CEL.SETS.P2,48.03977794,57.10186039,64.94370914,73.73623434,83.2737837,91.6329072,98.27484389,103.403982,104.2220531,
East Asia & Pacific,EAS,SH.DYN.MORT,26.17024131,25.53006755,23.33077077,22.05591464,20.89264209,19.7855224,18.75625557,17.85470893,17.10728532,
East Asia & Pacific,EAS,TT.PRI.MRCH.XD.WD,,,,,,,,,,
East Asia & Pacific,EAS,SM.POP.NETM,-5719538,,,,,-1457489,,,,
East Asia & Pacific,EAS,DT.ODA.ALLD.CD,8790920000,9086920000,10164920000,9712360000,7936660000,8816370000,11942520000,9416960000,,
East Asia & Pacific,EAS,IQ.SCI.OVRL,,,,,,,,,,
East Asia & Pacific,EAS,BX.TRF.PWKR.CD.DT,49519657225,58081900212,58795967460,68383264401,76251006068,81137004597,87370524212,1.04E+11,1.21E+11,
East Asia & Pacific,EAS,EN.POP.DNST,88.60396977,89.21534974,89.8100657,90.40104068,90.99394566,91.60183204,92.21589935,92.83652468,93.45726841,
East Asia & Pacific,EAS,SP.POP.GROW,0.68722939,0.689983473,0.667170738,0.658737949,0.657531253,0.66816931,0.670720672,0.673392609,0.66791909,
East Asia & Pacific,EAS,SP.POP.TOTL,2160761464,2175670361,2190185797,2204613382,2219109404,2233936812,2248920288,2264064351,2279186469,
East Asia & Pacific,EAS,SI.POV.DDAY,,14.88,,11.11,8.44,7.12,3.54,,,
East Asia & Pacific,EAS,SI.POV.NAHC,,,,,,,,,,
East Asia & Pacific,EAS,SH.DYN.AIDS.ZS,,,,,,,,,,
East Asia & Pacific,EAS,SH.STA.MALN.ZS,,,,6.5,,,,,5.1,
East Asia & Pacific,EAS,SE.PRM.CMPT.ZS,92.89234924,99.0191803,101.7425156,103.6856003,102.7287216,103.0503311,101.6248474,98.16068268,,
East Asia & Pacific,EAS,GC.REV.XGRT.GD.ZS,16.56811719,14.86061289,14.09174552,13.64863801,13.79657337,,14.47263551,,,
East Asia & Pacific,EAS,SE.ENR.PRSC.FM.ZS,0.990100026,0.992720008,0.995100021,0.991540015,0.993900001,0.995209992,0.995760024,0.99879998,,
East Asia & Pacific,EAS,NV.SRV.TETC.ZS,57.38494174,57.63371115,58.70408855,58.10402409,58.55600013,59.11654752,59.51332467,59.7947308,,
East Asia & Pacific,EAS,AG.SRF.TOTL.K2,24824847,24824811,24824888.5,24824926.7,24824936.9,24825077.9,24825198.3,24825215.3,24825215.3,
East Asia & Pacific,EAS,GC.TAX.TOTL.GD.ZS,12.08931744,11.86118197,11.35851036,11.32222205,11.68718899,,12.0599012,,,
East Asia & Pacific,EAS,ER.PTD.TOTL.ZS,,,,,,,,17.95120928,,
East Asia & Pacific,EAS,IC.REG.DURS,44.10714286,42.26785714,39.41071429,36.30357143,32.53571429,33.24137931,34.34827586,30.4,23.65172414,21.22758621
East Asia & Pacific,EAS,DT.TDS.DECT.EX.ZS,,,,,,,,,,
East Asia & Pacific,EAS,SP.URB.GROW,2.886355585,2.860222308,2.769629277,2.712105933,2.6514696,2.571477113,2.480621566,2.399658958,2.312841746,
East Asia & Pacific (excluding high income),EAP,SP.ADO.TFRT,18.79678856,19.20994865,19.73325238,20.28876139,20.91035219,21.55499699,22.155923,22.70148724,23.1537192,
East Asia & Pacific (excluding high income),EAP,NV.AGR.TOTL.ZS,11.03364484,11.13402717,10.76025268,10.44994377,10.42622822,10.29693526,10.1225091,9.862213811,9.612845391,
East Asia & Pacific (excluding high income),EAP,ER.H2O.FWTL.ZS,,,,,,,,11.49073749,,
East Asia & Pacific (excluding high income),EAP,SH.STA.BRTC.ZS,,,,,,92.73031133,,,,
East Asia & Pacific (excluding high income),EAP,EN.ATM.CO2E.PC,4.101138032,4.312981622,4.540136463,5.119726357,5.643858416,5.776054438,5.802840965,,,
East Asia & Pacific (excluding high income),EAP,SP.DYN.CONU.ZS,,,,,,80.5069493,,,,
East Asia & Pacific (excluding high income),EAP,FS.AST.DOMS.GD.ZS,112.9932838,107.9192525,127.9025033,126.8977605,127.0280822,135.3204919,142.5389075,153.4217217,177.8388642,
East Asia & Pacific (excluding high income),EAP,EG.USE.ELEC.KH.PC,1868.670667,1963.193235,2098.032698,2333.349475,2581.833143,2719.682182,2927.893308,,,
East Asia & Pacific (excluding high income),EAP,EG.USE.PCAP.KG.OE,1324.778684,1348.573978,1431.266586,1546.784535,1641.477005,1705.937291,1812.896019,,,
East Asia & Pacific (excluding high income),EAP,NE.EXP.GNFS.ZS,39.57373945,36.20463386,28.87346964,30.55883461,31.04577411,29.8736755,28.93962566,28.67820478,26.83471369,
East Asia & Pacific (excluding high income),EAP,DT.DOD.DECT.CD,7.69E+11,8.17E+11,9.40E+11,1.31E+12,1.68E+12,1.90E+12,2.26E+12,2.61E+12,2.27E+12,
East Asia & Pacific (excluding high income),EAP,SP.DYN.TFRT.IN,1.804561675,1.805175331,1.805867858,1.807068902,1.80872743,1.810201457,1.812088605,1.814229103,,
East Asia & Pacific (excluding high income),EAP,BX.KLT.DINV.CD.WD,1.93E+11,2.11E+11,1.55E+11,2.98E+11,3.36E+11,3.04E+11,3.61E+11,3.30E+11,3.15E+11,
East Asia & Pacific (excluding high income),EAP,AG.LND.FRST.K2,4674004.5,4686202.6,4698400.8,4710598.9,4716072.4,4721545.7,4727019.2,4732492.7,4737966.1,
East Asia & Pacific (excluding high income),EAP,NY.GDP.MKTP.CD,4.73E+12,5.98E+12,6.49E+12,7.87E+12,9.63E+12,1.07E+13,1.19E+13,1.27E+13,1.32E+13,
East Asia & Pacific (excluding high income),EAP,NY.GDP.MKTP.KD.ZG,12.28810072,8.387383847,7.662621372,9.766256088,8.473967687,7.514221702,7.207399415,6.760804733,6.484725188,
East Asia & Pacific (excluding high income),EAP,NY.GNP.PCAP.CD,2284.004901,2782.469102,3235.408546,3780.993888,4356.009119,5095.519141,5735.223744,6230.452828,6470.558352,
East Asia & Pacific (excluding high income),EAP,NY.GNP.PCAP.PP.CD,6757.594603,7427.896662,7948.566509,8741.11001,9526.174362,10389.33887,11172.19852,12124.50335,12893.51722,
East Asia & Pacific (excluding high income),EAP,NY.GNP.ATLS.CD,4.39E+12,5.39E+12,6.31E+12,7.43E+12,8.61E+12,1.01E+13,1.15E+13,1.26E+13,1.32E+13,
East Asia & Pacific (excluding high income),EAP,NY.GNP.MKTP.PP.CD,1.30E+13,1.44E+13,1.55E+13,1.72E+13,1.88E+13,2.07E+13,2.24E+13,2.45E+13,2.62E+13,
East Asia & Pacific (excluding high income),EAP,NE.GDI.TOTL.ZS,37.89602594,39.63921176,41.89619057,43.46465615,43.5160775,43.35066346,43.39052929,42.98833056,41.948226,
East Asia & Pacific (excluding high income),EAP,SE.PRM.ENRR,107.3779373,109.4525223,110.3424301,109.9568405,109.3304825,109.2914963,108.3527908,105.6847763,,
East Asia & Pacific (excluding high income),EAP,SE.SEC.ENRR,70.84326172,73.53475952,76.7915802,79.81958771,82.78955078,84.82196808,87.49381256,86.46098328,,
East Asia & Pacific (excluding high income),EAP,TX.VAL.TECH.MF.ZS,29.08964094,26.38296242,28.42575235,27.45221005,25.50317277,26.0272823,26.74048485,25.7044202,27.14364558,
East Asia & Pacific (excluding high income),EAP,SH.IMM.MEAS,89.21916261,91.62383741,92.63498438,92.75096865,92.88009852,93.57256673,94.00275796,93.10679944,91.15173857,
East Asia & Pacific (excluding high income),EAP,NE.IMP.GNFS.ZS,31.34283954,30.13546836,24.59040474,27.07167448,28.6808338,27.55769767,26.91089958,26.37269204,23.6480446,
East Asia & Pacific (excluding high income),EAP,SH.STA.ACSN,66.54198094,67.66757495,68.7751628,69.88951589,70.92512224,72.0046365,72.97723497,74.01161107,74.89025518,
East Asia & Pacific (excluding high income),EAP,SH.H2O.SAFE.ZS,87.35998597,88.25233613,89.14142027,89.98131449,90.80684237,91.61629358,92.32260949,93.04450611,93.66853136,
East Asia & Pacific (excluding high income),EAP,SI.DST.FRST.20,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,NV.IND.TOTL.ZS,45.51987553,45.6876435,44.63180557,44.63373418,44.6302816,43.72703658,42.61653231,41.86155334,39.93176194,
East Asia & Pacific (excluding high income),EAP,NY.GDP.DEFL.KD.ZG,5.676297991,7.984376691,2.068985383,4.15232835,4.3462627,3.113300791,2.1294413,2.820647082,0.999624853,
East Asia & Pacific (excluding high income),EAP,IT.NET.USER.P2,14.38223568,19.25942049,23.76826305,28.95605646,32.38395697,36.11991697,39.24711359,41.9051896,44.98204897,
East Asia & Pacific (excluding high income),EAP,SP.DYN.LE00.IN,72.63781206,72.86093936,73.06613679,73.25832584,73.44222634,73.6222531,73.80252571,73.98572304,,
East Asia & Pacific (excluding high income),EAP,TG.VAL.TOTL.GD.ZS,69.1090283,64.32496884,49.97951438,55.01736449,54.89312163,51.96867367,49.94490316,47.71715986,42.31979852,
East Asia & Pacific (excluding high income),EAP,MS.MIL.XPND.GD.ZS,1.768234757,1.738290807,1.902822824,1.724859994,1.674952787,1.708452392,1.750437487,1.790862683,1.854972846,
East Asia & Pacific (excluding high income),EAP,IT.CEL.SETS.P2,42.56822885,52.38224484,60.65242784,69.92421189,79.87847843,88.68081584,95.68762022,100.7836287,101.3549629,
East Asia & Pacific (excluding high income),EAP,SH.DYN.MORT,27.4,26.9,24.5,23.3,22,20.9,19.8,18.8,18,
East Asia & Pacific (excluding high income),EAP,TT.PRI.MRCH.XD.WD,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,SM.POP.NETM,-8308340,,,,,-3728059,,,,
East Asia & Pacific (excluding high income),EAP,DT.ODA.ALLD.CD,8790920000,9086920000,10164920000,9712360000,7936660000,8816370000,11942520000,9416960000,,
East Asia & Pacific (excluding high income),EAP,IQ.SCI.OVRL,69.62962944,70.0925925,69.35185222,69.35185194,69.16666667,67.40740722,68.88888889,71.38888889,72.03703889,73.61110833
East Asia & Pacific (excluding high income),EAP,BX.TRF.PWKR.CD.DT,39729321258,45735510828,47920163403,57099107914,62916128561,67397109175,73917431664,88856349285,1.06E+11,
East Asia & Pacific (excluding high income),EAP,EN.POP.DNST,120.840584,121.6988584,122.54961,123.4019164,124.2677327,125.1561507,126.0575676,126.9705153,127.880259,
East Asia & Pacific (excluding high income),EAP,SP.POP.GROW,0.72506627,0.709330782,0.6993534,0.695364086,0.703515597,0.71422795,0.719968203,0.724411552,0.716282669,
East Asia & Pacific (excluding high income),EAP,SP.POP.TOTL,1923095029,1936736134,1950280764,1963842316,1977658253,1991783241,2006123447,2020656037,2035129646,
East Asia & Pacific (excluding high income),EAP,SI.POV.DDAY,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,SI.POV.NAHC,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,SH.DYN.AIDS.ZS,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,SH.STA.MALN.ZS,,,,9.44721975,,,,,7.71618587,
East Asia & Pacific (excluding high income),EAP,SE.PRM.CMPT.ZS,92.01483154,98.765625,101.8084259,103.9972839,102.8171234,103.0015717,101.5764847,97.83556366,,
East Asia & Pacific (excluding high income),EAP,GC.REV.XGRT.GD.ZS,17.00493248,12.79412267,12.77741438,12.46804701,12.64615037,,12.42333659,15.99178449,,
East Asia & Pacific (excluding high income),EAP,SE.ENR.PRSC.FM.ZS,0.989199996,0.992039979,0.994790018,0.991050005,0.993650019,0.995079994,0.995840013,0.999130011,,
East Asia & Pacific (excluding high income),EAP,NV.SRV.TETC.ZS,43.44647487,43.17836429,44.60794034,44.50942876,44.60615459,45.64713055,46.9020849,47.91803987,50.04356005,
East Asia & Pacific (excluding high income),EAP,AG.SRF.TOTL.K2,16271102.8,16270941.8,16270942,16270845,16270848,16270862,16270863,16270859,16270859,
East Asia & Pacific (excluding high income),EAP,GC.TAX.TOTL.GD.ZS,10.52112326,11.05125719,10.89937701,10.82366233,11.07343656,,10.79136135,10.3669822,,
East Asia & Pacific (excluding high income),EAP,ER.PTD.TOTL.ZS,,,,,,,,12.86400336,,
East Asia & Pacific (excluding high income),EAP,IC.REG.DURS,49.775,48.175,45.575,42.225,38.475,39.30952381,40.85238095,35.42380952,30.43809524,27.09047619
East Asia & Pacific (excluding high income),EAP,DT.TDS.DECT.EX.ZS,4.851168181,3.835467454,4.938649341,4.416293678,4.062904474,4.299521418,4.390563713,4.511228723,6.356233951,
East Asia & Pacific (excluding high income),EAP,SP.URB.GROW,3.286643592,3.219029667,3.14474985,3.085670799,3.031112611,2.937700036,2.836740292,2.740590227,2.635990524,
East Asia & Pacific (IDA & IBRD countries),TEA,SP.ADO.TFRT,18.99493308,19.42346382,19.96494204,20.5386744,21.17910262,21.84270021,22.46193206,23.02412176,23.49029616,
East Asia & Pacific (IDA & IBRD countries),TEA,NV.AGR.TOTL.ZS,11.03364484,11.13402717,10.76025268,10.44994377,10.42622822,10.29693526,10.1225091,9.862213811,9.612845391,
East Asia & Pacific (IDA & IBRD countries),TEA,ER.H2O.FWTL.ZS,,,,,,,,11.47966308,,
East Asia & Pacific (IDA & IBRD countries),TEA,SH.STA.BRTC.ZS,,,,,,92.63869916,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,EN.ATM.CO2E.PC,4.119416187,4.330485955,4.560911728,5.150083344,5.690407775,5.82381638,5.850489548,,,
East Asia & Pacific (IDA & IBRD countries),TEA,SP.DYN.CONU.ZS,,,,,,80.63092275,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,FS.AST.DOMS.GD.ZS,112.9932838,107.9192525,127.9025033,126.8977605,127.0280822,135.3204919,142.5389075,153.4217217,177.8388642,
East Asia & Pacific (IDA & IBRD countries),TEA,EG.USE.ELEC.KH.PC,1882.972079,1977.986656,2115.493223,2353.594435,2606.317574,2745.916176,2956.641376,,,
